Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,League,Team,Year,PlayerID,Throws
2,Takeo Isobe,21,0,1,0,4.93,11,2,7,0,0,NA,38.1,47,37,21,0,19,NA,7,2,0,0,188,1.722,11,0,4.5,1.6,0.37,Japanese Baseball League,Nagoya Kinko,1939,isobe-000tak,right
3,Minoru Morita*,20,0,0,NA,6.43,3,0,2,0,0,NA,7,6,6,5,0,8,NA,3,0,0,0,34,2,7.7,0,10.3,3.9,0.38,Japanese Baseball League,Nagoya Kinko,1939,morita000min,left
4,Kozo Naito*,23,0,1,0,4.45,9,2,6,1,0,NA,32.1,23,23,16,3,30,NA,14,2,0,2,152,1.639,6.4,0.8,8.4,3.9,0.47,Japanese Baseball League,Nagoya Kinko,1939,naito-000koz,left
5,Masayoshi Nakayama,21,25,21,0.543,2.04,60,40,17,30,8,NA,379.2,281,124,86,3,175,NA,178,2,1,2,1573,1.201,6.7,0.1,4.1,4.2,1.02,Japanese Baseball League,Nagoya Kinko,1939,nakaya000tad,right
6,Kiyoshi Omiya,23,2,8,0.2,3.77,19,13,3,3,0,NA,88.1,83,53,37,1,51,NA,26,2,0,0,400,1.517,8.5,0.1,5.2,2.6,0.51,Japanese Baseball League,Nagoya Kinko,1939,omiya-000kiy,right
7,Tsuruo Suzuki,24,2,3,0.4,4.66,11,3,3,1,0,NA,38.2,45,23,20,3,14,NA,12,1,0,1,170,1.526,10.5,0.7,3.3,2.8,0.86,Japanese Baseball League,Nagoya Kinko,1939,suzuki000tsu,right
8,Sukesaburo Tsunekawa*,20,0,4,0,7,7,4,2,0,0,NA,27,40,30,21,0,21,NA,10,0,0,0,141,2.259,13.3,0,7,3.3,0.48,Japanese Baseball League,Nagoya Kinko,1939,tsunek000suk,left
1,Seizaburo Amakawa,19,1,3,0.25,2.13,12,5,2,3,1,NA,50.2,47,18,12,0,23,NA,9,3,0,0,222,1.382,8.3,0,4.1,1.6,0.39,Japanese Baseball League,Nankai,1939,amakaw000sei,right
2,Shotaro Hirano,20,3,3,0.5,2.2,18,7,9,3,0,NA,65.1,55,28,16,2,33,NA,15,2,0,2,284,1.347,7.6,0.3,4.5,2.1,0.45,Japanese Baseball League,Nankai,1939,hirano000sho,right
3,Tsutomu Kimura,18,0,0,NA,4.5,3,0,2,0,0,NA,8,7,5,4,0,11,NA,6,1,0,1,44,2.25,7.9,0,12.4,6.8,0.55,Japanese Baseball League,Nankai,1939,kimura000tsu,right
4,Bikichi Miyaguchi*,20,10,13,0.435,3.11,47,25,19,11,3,NA,234.1,201,102,81,4,141,NA,89,7,0,1,1011,1.459,7.7,0.2,5.4,3.4,0.63,Japanese Baseball League,Nankai,1939,miyagu000yos,left
5,Masao Nakamoto,18,18,19,0.486,2.21,46,34,11,26,5,NA,341.1,253,116,84,1,181,NA,97,11,0,3,1419,1.271,6.7,0,4.8,2.6,0.54,Japanese Baseball League,Nankai,1939,nakamo000mas,right
6,Sesho Ryu,28,8,12,0.4,2.4,28,25,1,9,2,NA,161,138,73,43,4,88,NA,29,4,0,0,709,1.404,7.7,0.2,4.9,1.6,0.33,Japanese Baseball League,Nankai,1939,ryu---000ses,right
1,Shoichi Aoki,21,2,0,1,1.53,10,4,4,1,0,NA,35.1,27,10,6,2,12,NA,12,1,1,0,146,1.104,6.9,0.5,3.1,3.1,1,Japanese Baseball League,Osaka Tigers,1939,aoki--000sho,right
2,Kenmei Boku?,28,0,1,0,1.08,2,2,0,0,0,NA,8.1,12,1,1,0,3,NA,2,0,0,0,39,1.8,13,0,3.2,2.2,0.67,Japanese Baseball League,Osaka Tigers,1939,boku--000ken,unknown
3,Masaru Kageura,23,2,2,0.5,4.5,6,2,4,1,0,NA,32,33,19,16,1,14,NA,13,1,0,0,140,1.469,9.3,0.3,3.9,3.7,0.93,Japanese Baseball League,Osaka Tigers,1939,kageur000mas,right
4,Toshio Kameda?,21,0,0,NA,3.6,2,0,2,0,0,NA,5,7,2,2,0,4,NA,2,0,1,0,24,2.2,12.6,0,7.2,3.6,0.5,Japanese Baseball League,Osaka Tigers,1939,kameda000tos,unknown
5,Isamu Kinoshita,19,4,3,0.571,3.84,19,14,1,3,0,NA,82,82,48,35,1,33,NA,20,2,1,1,356,1.402,9,0.1,3.6,2.2,0.61,Japanese Baseball League,Osaka Tigers,1939,kinosh000isa,right
6,Takao Misono,23,14,3,0.824,1.96,21,15,5,15,1,NA,160.1,112,40,35,3,41,NA,66,1,0,0,616,0.954,6.3,0.2,2.3,3.7,1.61,Japanese Baseball League,Osaka Tigers,1939,misono000tak,right
7,Hachiro Miwa*,17,2,5,0.286,2.16,12,9,3,0,0,NA,41.2,27,14,10,0,28,NA,24,1,0,1,176,1.32,5.8,0,6,5.2,0.86,Japanese Baseball League,Osaka Tigers,1939,miwa--000hac,left
8,Yukio Nishimura,19,11,9,0.55,2.42,29,20,5,11,2,NA,167.1,139,60,45,4,72,NA,89,1,2,1,710,1.261,7.5,0.2,3.9,4.8,1.24,Japanese Baseball League,Osaka Tigers,1939,nishim001yuk,right
9,Tsuneo Tsuri,21,0,0,NA,12,1,0,0,0,0,NA,3,7,4,4,0,5,NA,0,0,0,0,17,4,21,0,15,0,0,Japanese Baseball League,Osaka Tigers,1939,tsuri-000tsu,right
10,Tadashi Wakabayashi?,31,28,7,0.8,1.09,48,30,16,25,8,NA,330,248,79,40,4,91,NA,99,3,0,1,1326,1.027,6.8,0.1,2.5,2.7,1.09,Japanese Baseball League,Osaka Tigers,1939,wakaba000hen,unknown
1,Tetsuharu Kawakami*,19,6,4,0.6,2.37,18,13,5,5,1,NA,102.2,81,46,27,2,64,NA,54,2,0,3,449,1.412,7.1,0.2,5.6,4.7,0.84,Japanese Baseball League,Tokyo Kyojin,1939,kawaka000tet,left
2,Yasuo Kusunoki,19,6,2,0.75,2.17,14,10,3,4,0,NA,70.2,57,25,17,3,32,NA,23,5,0,0,298,1.259,7.3,0.4,4.1,2.9,0.72,Japanese Baseball League,Tokyo Kyojin,1939,kusuno000yas,right
3,Hiroshi Nakao*,19,12,5,0.706,2.61,39,32,3,12,5,NA,224,153,82,65,4,174,NA,137,3,0,6,971,1.46,6.1,0.2,7,5.5,0.79,Japanese Baseball League,Tokyo Kyojin,1939,nakao-000hir,left
4,Victor Starfin?,23,42,15,0.737,1.73,68,41,26,38,10,NA,458.1,316,114,88,4,156,NA,282,11,0,6,1838,1.03,6.2,0.1,3.1,5.5,1.81,Japanese Baseball League,Tokyo Kyojin,1939,starfi000vic,unknown
1,Saburo Asaoka,25,9,8,0.529,1.31,34,23,8,9,2,NA,212.2,173,53,31,4,84,NA,86,2,0,1,875,1.208,7.3,0.2,3.6,3.6,1.02,Japanese Baseball League,Tokyo Senators,1939,asaoka000sab,right
2,Jiro Ito,29,0,0,NA,4.6,5,3,1,0,0,NA,15.2,24,10,8,0,1,NA,5,0,0,0,70,1.596,13.8,0,0.6,2.9,5,Japanese Baseball League,Tokyo Senators,1939,itoh--000jir,right
3,Hiroshi Kaneko*,24,7,10,0.412,3.16,28,22,4,6,4,NA,148,126,69,52,3,67,NA,73,2,1,0,637,1.304,7.7,0.2,4.1,4.4,1.09,Japanese Baseball League,Tokyo Senators,1939,kaneko000hir,left
4,Hisanori Karita,29,0,1,0,4.35,6,3,3,1,0,NA,31,29,17,15,1,13,NA,8,1,0,1,136,1.355,8.4,0.3,3.8,2.3,0.62,Japanese Baseball League,Tokyo Senators,1939,karita000his,right
5,Jiro Noguchi,19,33,19,0.635,2.04,69,45,24,38,8,NA,459,364,128,104,17,108,NA,221,5,0,3,1824,1.028,7.1,0.3,2.1,4.3,2.05,Japanese Baseball League,Tokyo Senators,1939,noguch000jir,right
6,Tsuruo Otsuka,20,0,0,NA,5.4,1,0,1,0,0,NA,5,8,7,3,0,5,NA,0,1,0,0,29,2.6,14.4,0,9,0,0,Japanese Baseball League,Tokyo Senators,1939,otsuka000tsu,right
7,Ineo Shioda,28,0,0,NA,6,1,0,1,0,0,NA,3,5,3,2,0,3,NA,0,0,0,0,16,2.667,15,0,9,0,0,Japanese Baseball League,Tokyo Senators,1939,shioda000ine,right
1,Katsusaburo Asano*,24,11,7,0.611,1.64,27,24,2,13,5,NA,181.1,132,46,33,1,61,NA,49,3,0,1,729,1.064,6.6,0,3,2.4,0.8,Japanese Baseball League,Hankyu,1940,asano-000kat,left
2,Shogo Hashimoto*,23,1,0,1,1.86,3,3,0,0,0,NA,9.2,6,2,2,0,5,NA,3,0,1,0,39,1.138,5.6,0,4.7,2.8,0.6,Japanese Baseball League,Hankyu,1940,hashim000sho,left
3,Tokuyuki Hidaka*,23,0,1,0,11.57,1,1,0,0,0,NA,2.1,2,3,3,0,0,NA,0,1,0,0,10,0.857,7.7,0,0,0,NA,Japanese Baseball League,Hankyu,1940,hidaka000tok,left
4,Mitsuhiko Ishida,24,16,13,0.552,1.68,43,30,12,18,4,NA,283.2,173,80,53,3,132,NA,97,4,0,5,1137,1.075,5.5,0.1,4.2,3.1,0.73,Japanese Baseball League,Hankyu,1940,ishida000mit,right
5,Kengo Kuroda,32,0,0,NA,0,1,0,1,0,0,NA,3,0,0,0,0,3,NA,1,0,0,0,12,1,0,0,9,3,0.33,Japanese Baseball League,Hankyu,1940,kuroda000ken,right
6,Hirotaro Mori,25,28,13,0.683,1.29,54,35,18,30,8,NA,377.1,251,81,54,6,82,NA,97,7,0,1,1450,0.883,6,0.1,2,2.3,1.18,Japanese Baseball League,Hankyu,1940,mori--000kot,right
7,Michio Shigematsu,23,4,3,0.571,1.41,13,9,3,4,1,NA,76.2,46,26,12,0,41,NA,24,1,0,1,317,1.135,5.4,0,4.8,2.8,0.59,Japanese Baseball League,Hankyu,1940,shigem000mic,right
8,Den Yamada?,26,1,1,0.5,3.65,4,2,2,1,0,NA,24.2,19,10,10,0,12,NA,11,1,0,0,100,1.257,6.9,0,4.4,4,0.92,Japanese Baseball League,Hankyu,1940,yamada000den,unknown
1,Takao Fujimura,19,7,3,0.7,1.1,21,17,2,6,6,NA,106.1,59,21,13,0,55,NA,39,2,0,2,424,1.072,5,0,4.7,3.3,0.71,Japanese Baseball League,Hanshin,1940,fujimu000tak,right
2,Toshio Kameda?,22,2,1,0.667,0.92,5,4,1,0,0,NA,19.2,14,3,2,0,13,NA,8,0,0,0,79,1.373,6.4,0,5.9,3.7,0.62,Japanese Baseball League,Hanshin,1940,kameda000tos,unknown
3,Isamu Kinoshita,20,17,11,0.607,1.89,42,23,16,9,4,NA,224,171,73,47,2,59,NA,75,4,1,0,887,1.027,6.9,0.1,2.4,3,1.27,Japanese Baseball League,Hanshin,1940,kinosh000isa,right
4,Hachiro Miwa*,18,16,5,0.762,1.51,47,31,9,10,7,NA,226.2,152,47,38,2,112,NA,112,5,0,2,912,1.165,6,0.1,4.4,4.4,1,Japanese Baseball League,Hanshin,1940,miwa--000hac,left
5,Tsuneo Tsuri,22,0,0,NA,2.57,3,1,1,0,0,NA,7,5,2,2,0,5,NA,1,0,0,0,29,1.429,6.4,0,6.4,1.3,0.2,Japanese Baseball League,Hanshin,1940,tsuri-000tsu,right
6,Tadashi Wakabayashi?,32,22,17,0.564,1.81,56,28,27,23,6,NA,347.1,266,94,70,5,108,NA,88,4,0,0,1380,1.077,6.9,0.1,2.8,2.3,0.81,Japanese Baseball League,Hanshin,1940,wakaba000hen,unknown
1,Shigekazu Hasegawa?,22,12,11,0.522,1.72,32,29,2,16,2,NA,214.1,148,78,41,0,156,NA,66,3,0,3,935,1.418,6.2,0,6.6,2.8,0.42,Japanese Baseball League,Kurowashi,1940,hasega003shi,unknown
2,Tadashi Kameda?,27,26,23,0.531,1.77,56,46,10,43,10,NA,456.2,247,127,90,6,273,NA,297,9,0,6,1837,1.139,4.9,0.1,5.4,5.9,1.09,Japanese Baseball League,Kurowashi,1940,kameda000tad,unknown
3,Miyoshi Nakagawa*,20,7,15,0.318,3.22,32,20,12,15,0,NA,193,164,92,69,6,108,NA,55,2,0,2,832,1.409,7.6,0.3,5,2.6,0.51,Japanese Baseball League,Kurowashi,1940,nakaga000miy,left
4,Hiroshi Onodera,19,0,0,NA,13.5,2,0,1,0,0,NA,2.2,4,4,4,0,7,NA,2,0,0,0,19,4.125,13.5,0,23.6,6.8,0.29,Japanese Baseball League,Kurowashi,1940,onoder000hir,right
5,Tadayoshi Tamakoshi,20,1,5,0.167,3.9,9,9,0,5,1,NA,62.1,58,34,27,1,47,NA,11,0,0,0,280,1.684,8.4,0.1,6.8,1.6,0.23,Japanese Baseball League,Kurowashi,1940,tamako000tad,right
1,Isamu Fukushi,21,7,21,0.25,2.81,50,22,22,8,0,NA,237.1,210,107,74,2,117,NA,92,2,1,2,1052,1.378,8,0.1,4.4,3.5,0.79,Japanese Baseball League,Lion,1940,fukush000isa,right
2,Kenichi Izutsu,20,0,3,0,3.06,24,4,16,0,0,NA,82.1,80,41,28,1,30,NA,23,2,1,1,359,1.336,8.7,0.1,3.3,2.5,0.77,Japanese Baseball League,Lion,1940,izutsu000ken,right
3,Yoshio Kikuya,24,8,27,0.229,2.77,47,40,4,19,1,NA,286,243,133,88,4,158,NA,112,3,0,9,1260,1.402,7.6,0.1,5,3.5,0.71,Japanese Baseball League,Lion,1940,kikuya000yos,right
4,Hisashi Kondo*,21,9,22,0.29,2.57,47,34,11,17,6,NA,283.2,222,115,81,1,121,NA,154,3,0,1,1187,1.209,7,0,3.8,4.9,1.27,Japanese Baseball League,Lion,1940,kondo-000his,left
5,Hideo Yamamoto,20,0,3,0,3.28,13,4,7,0,0,NA,35.2,34,20,13,1,12,NA,8,0,0,0,153,1.29,8.6,0.3,3,2,0.67,Japanese Baseball League,Lion,1940,yamamo002hid,right
1,Akira Kawamura?,20,2,3,0.4,2.58,16,7,6,2,0,NA,66.1,49,25,19,2,28,NA,23,1,0,0,268,1.161,6.6,0.3,3.8,3.1,0.82,Japanese Baseball League,Nagoya,1940,kawamu000aki,unknown
2,Kozo Matsuo*,23,13,13,0.5,1.68,38,36,1,14,5,NA,230.2,170,57,43,4,117,NA,68,4,0,1,959,1.244,6.6,0.2,4.6,2.7,0.58,Japanese Baseball League,Nagoya,1940,matsuo000koz,left
3,Shigeru Morii,25,0,1,0,6,1,1,0,0,0,NA,6,7,7,4,1,3,NA,1,0,0,0,31,1.667,10.5,1.5,4.5,1.5,0.33,Japanese Baseball League,Nagoya,1940,morii-000shi,right
4,Yukio Muramatsu,20,21,13,0.618,1.52,51,23,27,18,3,NA,296.2,240,78,50,5,72,NA,64,1,0,3,1174,1.052,7.3,0.2,2.2,1.9,0.89,Japanese Baseball League,Nagoya,1940,murama000yuk,right
5,Michio Nishizawa,18,20,9,0.69,1.92,44,32,9,20,6,NA,276.1,223,85,59,5,151,NA,107,4,1,3,1169,1.353,7.3,0.2,4.9,3.5,0.71,Japanese Baseball League,Nagoya,1940,nishiz000mic,right
6,Toshio Okamoto*,23,1,1,0.5,3,5,4,0,2,0,NA,27,23,9,9,0,16,NA,9,0,0,0,113,1.444,7.7,0,5.3,3,0.56,Japanese Baseball League,Nagoya,1940,okamot000tos,left
7,Nobuo Osawa,23,1,1,0.5,3.6,9,1,5,0,0,NA,35,32,18,14,0,20,NA,15,1,0,0,161,1.486,8.2,0,5.1,3.9,0.75,Japanese Baseball League,Nagoya,1940,osawa-000nob,right
1,Kuranosuke Furuya,29,9,19,0.321,2.56,43,35,5,16,2,NA,284.1,230,114,81,5,134,NA,112,3,0,2,1212,1.28,7.3,0.2,4.2,3.5,0.84,Japanese Baseball League,Nagoya Kinko,1940,furuya000kur,right
2,Takeo Isobe,22,0,0,NA,54,1,0,0,0,0,NA,0.1,2,2,2,0,1,NA,0,0,0,0,4,9,54,0,27,0,0,Japanese Baseball League,Nagoya Kinko,1940,isobe-000tak,right
3,Mitsuhiko Matsumoto,24,1,0,1,0.53,3,3,0,1,0,NA,17,13,2,1,0,12,NA,5,2,0,0,77,1.471,6.9,0,6.4,2.6,0.42,Japanese Baseball League,Nagoya Kinko,1940,matsum000mit,right
4,Riichi Matsumoto*,19,0,0,NA,7.11,2,0,1,0,0,NA,6.1,9,5,5,0,5,NA,2,0,0,0,33,2.211,12.8,0,7.1,2.8,0.4,Japanese Baseball League,Nagoya Kinko,1940,matsum000rii,left
5,Sadatoshi Nagao,21,2,4,0.333,3.1,23,6,17,2,0,NA,78.1,70,35,27,0,42,NA,22,1,1,0,346,1.43,8,0,4.8,2.5,0.52,Japanese Baseball League,Nagoya Kinko,1940,nagao-000sad,right
6,Kozo Naito*,24,4,10,0.286,3.71,41,30,7,7,0,NA,182,135,95,75,3,160,NA,96,6,1,1,843,1.621,6.7,0.1,7.9,4.7,0.6,Japanese Baseball League,Nagoya Kinko,1940,naito-000koz,left
7,Masayoshi Nakayama,22,18,29,0.383,2.87,61,29,29,19,2,NA,367.1,305,169,117,2,216,NA,193,4,0,5,1601,1.418,7.5,0,5.3,4.7,0.89,Japanese Baseball League,Nagoya Kinko,1940,nakaya000tad,right
8,Kiyoshi Omiya,24,0,1,0,13.5,2,1,0,0,0,NA,2,2,3,3,0,3,NA,1,1,0,0,12,2.5,9,0,13.5,4.5,0.33,Japanese Baseball League,Nagoya Kinko,1940,omiya-000kiy,right
1,Seizaburo Amakawa,20,2,5,0.286,2.58,16,7,8,3,1,NA,69.2,61,33,20,1,26,NA,13,2,0,0,295,1.249,7.9,0.1,3.4,1.7,0.5,Japanese Baseball League,Nakai,1940,amakaw000sei,right
2,Fumihiko Fukao,20,0,0,NA,51,1,0,1,0,0,NA,3,13,17,17,0,11,NA,1,1,0,0,33,8,39,0,33,3,0.09,Japanese Baseball League,Nakai,1940,fukao-000fum,right
3,Shotaro Hirano,21,0,5,0,4.04,9,5,3,1,0,NA,42.1,44,32,19,1,19,NA,16,1,0,0,195,1.488,9.4,0.2,4,3.4,0.84,Japanese Baseball League,Nakai,1940,hirano000sho,right
4,Yoshiyuki Iwamoto,28,0,0,NA,0,1,0,0,0,0,NA,1,0,0,0,0,3,NA,0,0,0,0,5,3,0,0,27,0,0,Japanese Baseball League,Nakai,1940,iwamot001yos,right
5,Tokuji Kawasaki,19,1,4,0.2,3,11,7,1,2,0,NA,48,38,24,16,0,25,NA,24,0,0,0,205,1.313,7.1,0,4.7,4.5,0.96,Japanese Baseball League,Nakai,1940,kawasa000tok,right
6,Tsutomu Kimura,19,0,1,0,12,2,1,0,0,0,NA,3,5,5,4,0,7,NA,1,0,0,0,20,4,15,0,21,3,0.14,Japanese Baseball League,Nakai,1940,kimura000tsu,right
7,Masao Nakamoto,19,12,24,0.333,1.99,48,34,11,26,3,NA,353.1,271,124,78,1,180,NA,104,7,0,3,1506,1.276,6.9,0,4.6,2.6,0.58,Japanese Baseball League,Nakai,1940,nakamo000mas,right
8,Sesho Ryu,29,2,8,0.2,2.98,30,13,14,6,0,NA,130,129,66,43,2,73,NA,28,2,0,1,611,1.554,8.9,0.1,5.1,1.9,0.38,Japanese Baseball League,Nakai,1940,ryu---000ses,right
9,Hideo Shimizu*,21,11,23,0.324,1.75,42,38,4,25,3,NA,308,200,119,60,0,217,NA,270,1,0,5,1343,1.354,5.8,0,6.3,7.9,1.24,Japanese Baseball League,Nakai,1940,shimiz000hid,left
10,Kinya Yoshitomi*,20,0,1,0,12,2,0,0,0,0,NA,3,2,4,4,0,3,NA,2,0,0,0,14,1.667,6,0,9,6,0.67,Japanese Baseball League,Nakai,1940,yoshit000kin,left
1,Shosei Go?,24,0,0,NA,11.57,1,0,1,0,0,NA,7,8,9,9,1,2,NA,3,0,0,0,30,1.429,10.3,1.3,2.6,3.9,1.5,Japanese Baseball League,Tokyo Kyojin,1940,go----000sho,unknown
2,Kiyoshi Izumida*,20,1,1,0.5,2.89,5,2,2,0,0,NA,18.2,11,7,6,0,16,NA,4,0,0,0,81,1.446,5.3,0,7.7,1.9,0.25,Japanese Baseball League,Tokyo Kyojin,1940,izumid000kiy,left
3,Tetsuharu Kawakami*,20,3,2,0.6,1,6,2,3,1,0,NA,27,18,7,3,1,22,NA,15,1,0,1,118,1.481,6,0.3,7.3,5,0.68,Japanese Baseball League,Tokyo Kyojin,1940,kawaka000tet,left
4,Yasuo Kusunoki,20,1,1,0.5,2.49,5,5,0,1,0,NA,21.2,20,12,6,2,17,NA,6,1,0,0,105,1.708,8.3,0.8,7.1,2.5,0.35,Japanese Baseball League,Tokyo Kyojin,1940,kusuno000yas,right
5,Hiroshi Nakao*,20,26,11,0.703,1.76,48,41,5,30,5,NA,347,223,93,68,4,212,NA,225,4,1,4,1443,1.254,5.8,0.1,5.5,5.8,1.06,Japanese Baseball League,Tokyo Kyojin,1940,nakao-000hir,left
6,Eiji Sawamura,23,7,1,0.875,2.61,12,12,0,7,1,NA,79.1,44,26,23,1,47,NA,31,1,0,0,325,1.147,5,0.1,5.3,3.5,0.66,Japanese Baseball League,Tokyo Kyojin,1940,sawamu000eij,right
7,Victor Starfin?,24,38,12,0.76,0.97,55,42,13,41,16,NA,436,241,67,47,3,145,NA,245,4,0,5,1688,0.885,5,0.1,3,5.1,1.69,Japanese Baseball League,Tokyo Kyojin,1940,starfi000vic,unknown
1,Saburo Asaoka,26,14,9,0.609,1.66,41,26,12,20,7,NA,281.2,199,71,52,8,106,NA,85,0,0,0,1126,1.083,6.4,0.3,3.4,2.7,0.8,Japanese Baseball League,Tsubasa,1940,asaoka000sab,right
2,Shigezo Ishihara,26,0,1,0,7.04,5,1,3,0,0,NA,15.1,23,17,12,0,9,NA,6,2,0,0,80,2.087,13.5,0,5.3,3.5,0.67,Japanese Baseball League,Tsubasa,1940,ishiha000shi,right
3,Hiroshi Kaneko*,25,2,6,0.25,4.81,21,15,3,0,0,NA,76.2,79,53,41,2,50,NA,23,2,1,1,358,1.683,9.3,0.2,5.9,2.7,0.46,Japanese Baseball League,Tsubasa,1940,kaneko000hir,left
4,Hisanori Karita,30,0,1,0,6,2,1,1,0,0,NA,9,12,9,6,1,5,NA,5,0,0,0,43,1.889,12,1,5,5,1,Japanese Baseball League,Tsubasa,1940,karita000his,right
5,Shigeta Kobayashi,24,0,0,NA,5.4,1,0,1,0,0,NA,3.1,3,4,2,0,3,NA,0,0,0,0,18,1.8,8.1,0,8.1,0,0,Japanese Baseball League,Tsubasa,1940,kobaya001shi,right
6,Tsuneo Mitomi*,19,6,11,0.353,2.73,27,24,1,8,0,NA,145,125,57,44,2,49,NA,48,1,0,0,607,1.2,7.8,0.1,3,3,0.98,Japanese Baseball League,Tsubasa,1940,mitomi000tsu,left
7,Chotaro Muramatsu,18,1,0,1,3.79,11,7,3,0,0,NA,35.2,32,20,15,1,15,NA,10,0,0,0,152,1.318,8.1,0.3,3.8,2.5,0.67,Japanese Baseball League,Tsubasa,1940,murama000cho,right
8,Jiro Noguchi,20,33,11,0.75,0.93,57,31,24,29,7,NA,387,245,67,40,7,65,NA,273,4,1,0,1466,0.801,5.7,0.2,1.5,6.3,4.2,Japanese Baseball League,Tsubasa,1940,noguch000jir,right
1,Isamu Fukushi,22,17,28,0.378,1.88,57,37,19,31,5,NA,396.2,293,121,83,6,234,NA,116,8,0,3,1684,1.329,6.6,0.1,5.3,2.6,0.5,Japanese Baseball League,Asahi,1941,fukush000isa,right
2,Kenichi Izutsu,21,0,2,0,3.86,9,6,3,0,0,NA,28,21,19,12,1,21,NA,4,0,1,1,126,1.5,6.8,0.3,6.8,1.3,0.19,Japanese Baseball League,Asahi,1941,izutsu000ken,right
3,Yoshio Kikuya,25,0,0,NA,1.59,1,1,0,0,0,NA,5.2,4,2,1,0,10,NA,2,0,0,1,30,2.471,6.4,0,15.9,3.2,0.2,Japanese Baseball League,Asahi,1941,kikuya000yos,right
4,Kozo Naito*,25,0,1,0,8.44,6,4,0,0,0,NA,10.2,18,10,10,1,15,NA,6,2,0,0,64,3.094,15.2,0.8,12.7,5.1,0.4,Japanese Baseball League,Asahi,1941,naito-000koz,left
5,Takayoshi Nomura,22,1,9,0.1,3.76,17,12,4,2,0,NA,64.2,52,40,27,0,59,NA,28,1,1,2,303,1.716,7.2,0,8.2,3.9,0.47,Japanese Baseball League,Asahi,1941,nomura003tak,right
6,Yoshikazu Takeuchi?,38,0,0,NA,3.38,1,0,0,0,0,NA,2.2,3,5,1,0,6,NA,2,1,0,1,18,3.375,10.1,0,20.3,6.8,0.33,Japanese Baseball League,Asahi,1941,takeuc002yos,unknown
7,Hideo Yamamoto,21,7,19,0.269,2,45,25,14,11,0,NA,278.1,221,97,62,4,144,NA,68,6,1,1,1183,1.311,7.1,0.1,4.7,2.2,0.47,Japanese Baseball League,Asahi,1941,yamamo002hid,right
8,Sumikata Yokota?,19,0,0,NA,0,1,0,1,0,0,NA,1,0,0,0,0,1,NA,0,0,0,0,4,1,0,0,9,0,0,Japanese Baseball League,Asahi,1941,yokota000sum,unknown
1,Katsusaburo Asano*,25,2,6,0.25,3.71,12,9,2,5,1,NA,70.1,72,41,29,1,27,NA,18,3,0,0,310,1.408,9.2,0.1,3.5,2.3,0.67,Japanese Baseball League,Hankyu,1941,asano-000kat,left
2,Takashi Eda,18,3,3,0.5,1.89,9,5,4,0,0,NA,47.2,32,13,10,0,37,NA,8,1,1,1,206,1.448,6,0,7,1.5,0.22,Japanese Baseball League,Hankyu,1941,eda---000tak,right
3,Shogo Hashimoto*,24,6,1,0.857,1.05,14,13,1,4,4,NA,77.1,48,17,9,0,35,NA,26,0,0,0,307,1.073,5.6,0,4.1,3,0.74,Japanese Baseball League,Hankyu,1941,hashim000sho,left
4,Minoru Kasamatsu,25,11,11,0.5,1.96,39,30,8,11,1,NA,234,147,69,51,0,141,NA,89,2,0,2,971,1.231,5.7,0,5.4,3.4,0.63,Japanese Baseball League,Hankyu,1941,kasama000min,right
5,Takeo Mizobe,24,1,2,0.333,2.43,9,4,3,0,0,NA,33.1,34,16,9,0,22,NA,16,2,0,0,149,1.68,9.2,0,5.9,4.3,0.73,Japanese Baseball League,Hankyu,1941,mizobe000tak,right
